SerialNumber,HostName,HostIp,ModelNumber,DisplayStatus,Manufacturer,UserName,FirmwareVersion
H4LRB01139,GJWS-0372.aus.gjames.com.au,10.35.4.104,LF24T450F,ON,SAM,E103912,
H4LRB01134,GJWS-0372.aus.gjames.com.au,10.35.4.104,LF24T450F,ON,SAM,E103912,
CN43020W2D,GJPC-NG4mnhSe53.aus.gjames.com.au,10.18.4.176,HP E24u G5,ON,HPN,e104048,1.30.0.0
CN430108D6,GJPC-NG4mnhSe53.aus.gjames.com.au,10.18.4.176,HP E24u G5,ON,HPN,e104048,1.30.0.0
H4LT300536,GJLT-1610.aus.gjames.com.au,10.42.4.104,LF24T450F,ON,SAM,e021731,
H4LT300542,GJLT-1610.aus.gjames.com.au,10.42.4.104,LF24T450F,ON,SAM,e021731,
HMCQ801477,GJLT-0550.aus.gjames.com.au,10.61.4.180,SyncMaster,ON,SAM,e007139,
HMFZ304322,GJWS-0708.aus.gjames.com.au,10.61.4.177,SyncMaster,Not Connected,SAM,e103139,
CN430108C1,GJPC-0441.aus.gjames.com.au,10.18.4.103,HP E24u G5,ON,HPN,e101769,1.30.0.0
CN430108BQ,GJPC-0441.aus.gjames.com.au,10.18.4.103,HP E24u G5,ON,HPN,e101769,1.30.0.0
H4LT300549,GJLT-1684.aus.gjames.com.au,10.29.5.105,LF24T450F,ON,SAM,e020927,
H4LT300544,GJLT-1684.aus.gjames.com.au,10.29.5.105,LF24T450F,ON,SAM,e020927,
H4ZJ800354,GJPC-0179.aus.gjames.com.au,10.55.5.105,S24E650,ON,SAM,e000251,
H4ZJ502392,GJLT-0467.aus.gjames.com.au,10.55.4.57,S24E650,ON,SAM,e016613,
H4ZK400605,GJLT-0467.aus.gjames.com.au,10.55.4.57,S24E650,ON,SAM,e016613,
H4LT300695,GJPC-0273.aus.gjames.com.au,10.20.5.110,LF24T450F,ON,SAM,e104187,
HTHFA00908,GJLT-0325.aus.gjames.com.au,10.54.4.110,S24C650,ON,SAM,e008974,
HTLG501114,GJLT-0325.aus.gjames.com.au,10.54.4.110,S24C650,ON,SAM,e008974,
HMCS507839,GJLT-0883.aus.gjames.com.au,10.30.5.102,SyncMaster,ON,SAM,e009460,
HNAR600096,GJPC-0248.aus.gjames.com.au,10.33.5.104,LF24T450F,ON,SAM,e016423,
HNAR600089,GJPC-0248.aus.gjames.com.au,10.33.5.104,LF24T450F,ON,SAM,e016423,
HMCS507837,GJLT-1194.aus.gjames.com.au,10.30.4.107,SyncMaster,ON,SAM,e103611,
HNAR303379,GJLT-1194.aus.gjames.com.au,10.30.4.107,LF24T450F,ON,SAM,e103611,
H4ZJ701243,GJLT-0720.aus.gjames.com.au,10.35.4.105,S24E650,ON,SAM,e104136,
HMCS507979,GJLT-0720.aus.gjames.com.au,10.35.4.105,SyncMaster,ON,SAM,e104136,
HTHGC00641,GJWS-1131.aus.gjames.com.au,192.168.248.117,S24E650,Not Connected,SAM,e101906,
HMCS508609,GJLT-0990.aus.gjames.com.au,10.36.4.102,SyncMaster,ON,SAM,E101286,
H4ZKC00067,GJWS-1184.aus.gjames.com.au,10.18.4.181,S24E650,Not Connected,SAM,e104045,
H4ZH300520,GJPC-0494.aus.gjames.com.au,10.14.172.112,S24E650,Not Connected,SAM,e101978,
HMBZ401173,GJLT-1538.aus.gjames.com.au,192.168.161.1,SyncMaster,ON,SAM,e103914,
H4ZK300348,GJWS-1002.aus.gjames.com.au,10.41.4.180,S24E650,ON,SAM,e005492,
CN43110F28,GJPC-0485.aus.gjames.com.au,10.18.4.180,HP E24u G5,ON,HPN,e100659,1.30.0.0
H4ZN100068,GJLT-1605.aus.gjames.com.au,10.67.5.174,S24E650,Not Connected,SAM,e100614,
U563BRAM,GJLT-1148.aus.gjames.com.au,192.168.0.121,L22i-30,ON,LEN,e103215,
U563BR9Z,GJLT-1148.aus.gjames.com.au,192.168.0.121,L22i-30,ON,LEN,e103215,
HMCS913168,GJLT-1150.aus.gjames.com.au,192.168.0.37,SyncMaster,Not Connected,SAM,e101197,
HMAS603898,GJLT-1419.aus.gjames.com.au,10.78.235.0,SyncMaster,Not Connected,SAM,e101525,
H4ZK800430,GJLT-1419.aus.gjames.com.au,10.78.235.0,S24E650,Not Connected,SAM,e101525,
CNC25126ZD,GJLT-1689.aus.gjames.com.au,10.54.4.155,HP P34hc G4,ON,HPN,e005616,1.0.5.0
HTPG100467,GJWS-0595.aus.gjames.com.au,10.55.4.191,S24C650,ON,SAM,E100038,
HTHG800742,GJWS-0595.aus.gjames.com.au,10.55.4.191,S24E650,Not Connected,SAM,E100038,
H4ZK400501,GJWS-0595.aus.gjames.com.au,10.55.4.191,S24E650,ON,SAM,E100038,
H4ZK800338,GJLT-1163.aus.gjames.com.au,10.30.4.183,S24E650,ON,SAM,e001073,
H4ZM700204,GJLT-1163.aus.gjames.com.au,10.30.4.183,S24E650,ON,SAM,e001073,
H4ZM900168,GJLT-1640.aus.gjames.com.au,10.55.5.117,S24E650,Not Connected,SAM,e019953,
CN43110F2P,GJPC-0484.aus.gjames.com.au,10.18.4.179,HP E24u G5,Not Connected,HPN,e104045,N/A
CN43110F2F,GJPC-0484.aus.gjames.com.au,10.18.4.179,HP E24u G5,Not Connected,HPN,e104045,1.30.0.0
CN43110DYF,GJPC-0487.aus.gjames.com.au,10.55.4.156,HP E24u G5,ON,HPN,e100039,1.30.0.0
CN43110DYL,GJPC-0487.aus.gjames.com.au,10.55.4.156,HP E24u G5,ON,HPN,e100039,1.30.0.0
UID4628,GJPC-0461.aus.gjames.com.au,10.56.5.183,W2242,Not Connected,GSM,e023609,
HMCS508028,GJWS-1077.aus.gjames.com.au,10.35.4.110,SyncMaster,ON,SAM,e017563,
HMAS803805,GJLT-4059.aus.gjames.com.au,192.168.20.6,SyncMaster,Not Connected,SAM,e021295,
HMCS507978,GJWS-1058.aus.gjames.com.au,10.39.4.102,SyncMaster,Not Connected,SAM,E103998,
HMFZ303998,GJWS-0710.aus.gjames.com.au,10.64.5.188,SyncMaster,Not Connected,SAM,e009516,
H4ZM400043,GJWS-0726.aus.gjames.com.au,10.64.4.112,S24E650,Not Connected,SAM,e021243,
HMJB500661,GJWS-0726.aus.gjames.com.au,10.64.4.112,SyncMaster,Not Connected,SAM,e021243,
H4ZK800885,GJPC-0421.aus.gjames.com.au,10.47.5.178,S24E650,ON,SAM,E103470,
HMAQ400972,GJPC-0421.aus.gjames.com.au,10.47.5.178,SyncMaster,ON,SAM,E103470,
HTPG400119,GJWS-1590.aus.gjames.com.au,10.55.5.139,S24C650,ON,SAM,e009171,
CN430108CV,GJPC-0489.aus.gjames.com.au,10.36.4.103,HP E24u G5,Not Connected,HPN,e020124,1.30.0.0
CN430108CZ,GJPC-0489.aus.gjames.com.au,10.36.4.103,HP E24u G5,Not Connected,HPN,e020124,1.30.0.0
H4LRA00196,GJLT-0882.aus.gjames.com.au,10.36.4.174,LF24T450F,ON,SAM,e103295,
H4LRA00195,GJLT-0882.aus.gjames.com.au,10.36.4.174,LF24T450F,ON,SAM,e103295,
HMBZ300532,GJWS-0584.aus.gjames.com.au,10.55.4.184,SyncMaster,Not Connected,SAM,e021734,
HMJZC00239,GJWS-0584.aus.gjames.com.au,10.55.4.184,SyncMaster,Not Connected,SAM,e021734,
CN42440PCY,GJPC-0496.aus.gjames.com.au,10.35.4.180,HP E24u G4,ON,HPN,e104099,1.0.8.0
CN42440PCQ,GJPC-0496.aus.gjames.com.au,10.35.4.180,HP E24u G4,ON,HPN,e104099,N/A
UID37188,GJPC-0143.aus.gjames.com.au,10.55.5.108,UnKnown,Not Connected,MS_,e102680,
H4ZHA01194,GJLT-0420.aus.gjames.com.au,10.55.5.104,S24E650,ON,SAM,e101468,
HTHFA00817,GJLT-1639.aus.gjames.com.au,10.56.4.183,S24C650,ON,SAM,e009753,
UHB1912015114,GJLT-1639.aus.gjames.com.au,10.56.4.183,PHL 356M6Q,ON,PHL,e009753,
H4ZH300760,GJWS-4003.aus.gjames.com.au,10.63.4.107,S24E650,ON,SAM,e103599,
H4ZJ800272,GJWS-4003.aus.gjames.com.au,10.63.4.107,S24E650,ON,SAM,e103599,
H4ZK400321,GJLT-1583.aus.gjames.com.au,10.64.4.190,S24E650,Not Connected,SAM,e008201,
H4ZK400453,GJLT-1583.aus.gjames.com.au,10.64.4.190,S24E650,Not Connected,SAM,e008201,
HTLG401520,GJWS-0977.aus.gjames.com.au,10.31.4.102,S24C650,ON,SAM,e021295,
HTMDB00338,GJWS-0977.aus.gjames.com.au,10.31.4.102,S24C450,ON,SAM,e021295,
CN422130SD,GJWS-0908.aus.gjames.com.au,10.42.4.112,HP E24u G4,ON,HPN,e100589,1.0.7.0
M3LMQS110244,GJPC-0160.aus.gjames.com.au,192.168.20.21,VL279,ON,AUS,e103175,
H4ZM600148,GJPC-0410.aus.gjames.com.au,10.31.4.100,S24E650,ON,SAM,e021295,
HMBSC06186,GJWS-0728.aus.gjames.com.au,10.17.4.175,SyncMaster,Not Connected,SAM,e103332,
HTHGC00970,GJPC-0266.aus.gjames.com.au,10.49.5.100,S24E650,ON,SAM,e104327,
H4LJ400253,GJPC-0266.aus.gjames.com.au,10.49.5.100,S24E650,ON,SAM,e104327,
UID206395,GJTA-0607.aus.gjames.com.au,10.31.4.105,TOSHIBA-TV,Not Connected,TSB,e100237,
HMFZ117900,GJLT-0717.aus.gjames.com.au,10.55.4.61,SyncMaster,Not Connected,SAM,e006698,
H4LT300497,GJLT-0717.aus.gjames.com.au,10.55.4.61,LF24T450F,Not Connected,SAM,e006698,
CN43110F2S,GJPC-0211.aus.gjames.com.au,10.25.5.100,HP E24u G5,ON,HPN,e003386,1.30.0.0
CN43110F12,GJPC-0211.aus.gjames.com.au,10.25.5.100,HP E24u G5,ON,HPN,e003386,1.30.0.0
HMCS507848,GJWS-0859.aus.gjames.com.au,10.29.4.180,SyncMaster,Not Connected,SAM,e024039,
UID24644,GJLT-1664.aus.gjames.com.au,10.18.4.107,24B2W1,Not Connected,AOC,e103112,
UZJ202421964,GJLT-1664.aus.gjames.com.au,10.18.4.107,VA2719-2K,Not Connected,VSC,e103112,
CN422131H1,GJPC-0366.aus.gjames.com.au,10.20.4.134,HP E24u G4,ON,HPN,e104249,1.0.7.0
CN422131HJ,GJPC-0366.aus.gjames.com.au,10.20.4.134,HP E24u G4,ON,HPN,e104249,1.0.7.0
H4ZK800798,GJWS-0801.aus.gjames.com.au,10.64.4.169,S24E650,ON,SAM,E104307,
HTPGC00827,GJWS-4046.aus.gjames.com.au,10.20.4.129,S24E650,ON,SAM,e102394,
HMBZ401408,GJWS-4046.aus.gjames.com.au,10.20.4.129,SyncMaster,ON,SAM,e102394,
H4ZT203624,GJLT-1666.aus.gjames.com.au,10.55.4.72,LF27T35,Not Connected,SAM,e004884,
HTLG500861,GJPC-0151.aus.gjames.com.au,10.43.5.179,S24C650,Not Connected,SAM,e021820,
H4LT300018,GJLT-0717.aus.gjames.com.au,10.55.4.61,LF24T450F,ON,SAM,e006698,
H4LT300009,GJLT-0717.aus.gjames.com.au,10.55.4.61,LF24T450F,ON,SAM,e006698,
H4ZJ701392,GJWS-1019.aus.gjames.com.au,10.43.4.196,S24E650,ON,SAM,e103503,
H4ZJ600201,GJWS-1014.aus.gjames.com.au,10.43.4.197,S24E650,ON,SAM,e018915,
HMFZ304069,GJLT-0827.aus.gjames.com.au,10.35.4.114,SyncMaster,ON,SAM,e007734,
HMBZ800144,GJLT-0827.aus.gjames.com.au,10.35.4.114,SyncMaster,ON,SAM,e007734,
HMAS604000,GJWS-1017.aus.gjames.com.au,10.43.4.176,SyncMaster,ON,SAM,E103416,
HTLG501127,GJLT-0394.aus.gjames.com.au,10.55.4.86,S24C650,ON,SAM,e003262,
HTLG501133,GJLT-0394.aus.gjames.com.au,10.55.4.86,S24C650,ON,SAM,e003262,
HTLG401219,GJWS-0470.aus.gjames.com.au,10.65.4.181,S24C650,ON,SAM,e022140,
H4ZJ700511,GJWS-0704.aus.gjames.com.au,10.60.5.101,S24E650,Not Connected,SAM,e020201,
CNC3131W30,GJPC-0497.aus.gjames.com.au,10.54.5.198,HP P34hc G4,Not Connected,HPN,e104360,1.0.5.0
CN422130RH,GJWS-0908.aus.gjames.com.au,10.42.4.112,HP E24u G4,ON,HPN,e100589,1.0.7.0
H4ZM600101,GJPC-0151.aus.gjames.com.au,10.43.5.179,S24E650,ON,SAM,e021820,
H4ZJ700950,GJPC-0151.aus.gjames.com.au,10.43.5.179,S24E650,ON,SAM,e021820,
UID4612,GJPC-0461.aus.gjames.com.au,10.56.5.183,W2242,Not Connected,GSM,e023609,
H4ZN304213,GJPC-NG4mnhSe53.aus.gjames.com.au,10.18.4.176,C24F390,Not Connected,SAM,e104048,
H4ZH300677,GJWS-0595.aus.gjames.com.au,10.55.4.191,S24E650,ON,SAM,E100038,
H4ZK900251,GJWS-0492.aus.gjames.com.au,10.41.4.178,S24E650,ON,SAM,e103264,
H4ZK900076,GJWS-0492.aus.gjames.com.au,10.41.4.178,S24E650,ON,SAM,e103264,
H4ZM700543,GJWS-1099.aus.gjames.com.au,10.64.4.103,S24E650,ON,SAM,e103061,
H4ZM600053,GJWS-1099.aus.gjames.com.au,10.64.4.103,S24E650,ON,SAM,e103061,
UID200195,GJLT-1539.aus.gjames.com.au,10.54.4.191,Non-PnP,Not Connected,SYN,e006731,
CN422130SP,GJPC-0212.aus.gjames.com.au,10.42.5.100,HP E24u G4,ON,HPN,e104356,1.0.7.0
CN422130QT,GJPC-0212.aus.gjames.com.au,10.42.5.100,HP E24u G4,ON,HPN,e104356,1.0.7.0
H4ZJ701097,GJLT-1660.aus.gjames.com.au,10.43.4.101,S24E650,ON,SAM,e001623,
H4ZM600258,GJWS-1016.aus.gjames.com.au,10.43.4.104,S24E650,ON,SAM,e103997,
HTMC203733,GJWS-4014.aus.gjames.com.au,10.55.4.166,SMS24A450,ON,SAM,e016566,
HTPGC00718,GJWS-4014.aus.gjames.com.au,10.55.4.166,S24E650,ON,SAM,e016566,
H4ZKC00295,GJLT-1516.aus.gjames.com.au,10.20.4.118,S24E650,ON,SAM,e100815,
HTMDB00319,GJLT-1516.aus.gjames.com.au,10.20.4.118,S24C450,ON,SAM,e100815,
THYSA0018535,GJPC-0129.aus.gjames.com.au,10.54.5.176,KA222Q,Not Connected,ACR,E104063,
HTHFA00899,GJLT-0787.aus.gjames.com.au,10.63.4.104,S24C650,Not Connected,SAM,e020877,
HTLF500675,GJLT-0787.aus.gjames.com.au,10.63.4.104,S24C650,Not Connected,SAM,e020877,
HMJZC00104,GJWS-1088.aus.gjames.com.au,10.55.4.135,SyncMaster,ON,SAM,e018230,
CN42440PDP,GJWS-1097.aus.gjames.com.au,10.64.4.122,HP E24u G4,ON,HPN,e016519,1.0.8.0
CN42440PDB,GJWS-1097.aus.gjames.com.au,10.64.4.122,HP E24u G4,ON,HPN,e016519,1.0.8.0
PZO1EBH041174,GJLT-0604.aus.gjames.com.au,10.54.4.239,LM24,Not Connected,DHP,E016343,N/A
PZO1EBH041242,GJLT-0604.aus.gjames.com.au,10.54.4.239,LM24,Not Connected,DHP,E016343,N/A
H4ZT201198,GJPC-0170.aus.gjames.com.au,10.30.4.178,LF24T450F,Not Connected,SAM,e102169,
HMCS507987,GJPC-0170.aus.gjames.com.au,10.30.4.178,SyncMaster,Not Connected,SAM,e102169,
H4ZJ701143,GJPC-0131.aus.gjames.com.au,10.54.4.127,S24E650,ON,SAM,e021099,
H4LJ400324,GJPC-0131.aus.gjames.com.au,10.54.4.127,S24E650,ON,SAM,e021099,
CN430108FG,GJPC-0499.aus.gjames.com.au,10.59.5.100,HP E24u G5,ON,HPN,e007644,1.30.0.0
CN430108B6,GJPC-0499.aus.gjames.com.au,10.59.5.100,HP E24u G5,ON,HPN,e007644,N/A
HTPG400108,GJLT-0404.aus.gjames.com.au,10.54.4.192,S24C650,ON,SAM,e103755,
HTLF500374,GJLT-0404.aus.gjames.com.au,10.54.4.192,S24C650,ON,SAM,e103755,
H4ZT200398,GJLT-1694.aus.gjames.com.au,10.18.4.182,LF24T450F,Not Connected,SAM,e100946,
H4ZT200424,GJLT-1694.aus.gjames.com.au,10.18.4.182,LF24T450F,Not Connected,SAM,e100946,
H4ZK400683,GJPC-0447.aus.gjames.com.au,10.49.5.102,S24E650,ON,SAM,e102395,
H4ZK400679,GJPC-0447.aus.gjames.com.au,10.49.5.102,S24E650,ON,SAM,e102395,
HTMC500624,GJPC-0474.aus.gjames.com.au,10.51.5.179,SMS24A450,ON,SAM,operator,
HMAQ400498,GJLT-0992.aus.gjames.com.au,10.36.4.181,SyncMaster,ON,SAM,e103634,
HMCS507916,GJLT-0992.aus.gjames.com.au,10.36.4.181,SyncMaster,ON,SAM,e103634,
H4ZK400450,GJLT-1610.aus.gjames.com.au,10.42.4.104,S24E650,Not Connected,SAM,e021731,
H4ZK400324,GJLT-1610.aus.gjames.com.au,10.42.4.104,S24E650,Not Connected,SAM,e021731,
F651R06B05YL,GJTA-1223.aus.gjames.com.au,192.168.8.143,DELL E2210H,Not Connected,DEL,e102878,
HMBZ401471,GJWS-4025.aus.gjames.com.au,10.51.4.102,SyncMaster,Not Connected,SAM,e017837,
H4ZK700283,GJWS-4025.aus.gjames.com.au,10.51.4.102,S24E650,Not Connected,SAM,e017837,
HMBZ401482,GJWS-4025.aus.gjames.com.au,10.51.4.102,SyncMaster,Not Connected,SAM,e017837,
LWASA002853C,GJLT-1660.aus.gjames.com.au,10.43.4.101,G246HL,Not Connected,ACR,e001623,
H4ZT100951,GJPC-0150.aus.gjames.com.au,10.16.4.100,LF24T450F,ON,SAM,e017968,
H4ZT101199,GJPC-0150.aus.gjames.com.au,10.16.4.100,LF24T450F,ON,SAM,e017968,
HMDS300056,GJWS-0709.aus.gjames.com.au,10.61.4.105,SyncMaster,Not Connected,SAM,e003244,
HTPG400159,GJWS-0747.aus.gjames.com.au,10.49.4.183,S24C650,Not Connected,SAM,e021546,
H4LRB01155,GJWS-0398.aus.gjames.com.au,10.35.4.103,LF24T450F,ON,SAM,e100737,
H4LRB01114,GJWS-0398.aus.gjames.com.au,10.35.4.103,LF24T450F,ON,SAM,e100737,
H4ZJ701162,GJLT-1027.aus.gjames.com.au,192.168.68.111,S24E650,ON,SAM,e103488,
H4ZHA00876,GJLT-1027.aus.gjames.com.au,192.168.68.111,S24E650,ON,SAM,e103488,
H4ZH300676,GJPC-0357.aus.gjames.com.au,10.54.4.218,S24E650,Not Connected,SAM,e018881,
H4ZH600323,GJWS-0589.aus.gjames.com.au,10.33.4.105,S24E650,ON,SAM,e006335,
H4ZJ800086,GJWS-1682.aus.gjames.com.au,10.64.5.128,S24E650,ON,SAM,e017852,
UPV0N6ZG,GJWS-0822.aus.gjames.com.au,10.30.4.104,L29w-30,ON,LEN,e103899,
H4ZM700317,GJWS-1522.aus.gjames.com.au,10.36.4.182,S24E650,ON,SAM,e103263,
H4ZM500040,GJWS-1522.aus.gjames.com.au,10.36.4.182,S24E650,ON,SAM,e103263,
HTSG400361,GJWS-0620.aus.gjames.com.au,10.31.4.113,S24C650,ON,SAM,e017696,
H4ZN100108,GJWS-0620.aus.gjames.com.au,10.31.4.113,S24E650,ON,SAM,e017696,
HTPGC00753,GJWS-0488.aus.gjames.com.au,10.55.4.77,S24E650,ON,SAM,e022761,
HTHGC00972,GJWS-0488.aus.gjames.com.au,10.55.4.77,S24E650,ON,SAM,e022761,
HMCS507945,GJWS-0983.aus.gjames.com.au,10.36.4.117,SyncMaster,ON,SAM,e009608,
HMCS508106,GJWS-0983.aus.gjames.com.au,10.36.4.117,SyncMaster,ON,SAM,e009608,
H4ZJ800645,GJWS-0480.aus.gjames.com.au,10.55.4.185,S24E650,Not Connected,SAM,e019039,
H4ZH600582,GJLT-1153.aus.gjames.com.au,10.67.4.174,S24E650,ON,SAM,e104046,
H4ZK700063,GJLT-1153.aus.gjames.com.au,10.67.4.174,S24E650,ON,SAM,e104046,
H4ZJ800644,GJLT-0530.aus.gjames.com.au,10.27.4.171,S24E650,Not Connected,SAM,e008343,
HMJB401107,GJWS-0741.aus.gjames.com.au,10.49.4.117,SyncMaster,ON,SAM,e101382,
HTPG100487,GJWS-0553.aus.gjames.com.au,10.55.4.199,S24C650,ON,SAM,e022188,
HMJZC00327,GJWS-0553.aus.gjames.com.au,10.55.4.199,SyncMaster,ON,SAM,e022188,
H4LT300543,GJLT-1685.aus.gjames.com.au,10.29.4.106,LF24T450F,ON,SAM,e104064,
H4LT300539,GJLT-1685.aus.gjames.com.au,10.29.4.106,LF24T450F,ON,SAM,e104064,
H4ZH300330,GJWS-0525.aus.gjames.com.au,10.55.4.102,S24E650,ON,SAM,e104110,
HMBZ401206,GJLT-0498.aus.gjames.com.au,10.55.4.50,SyncMaster,ON,SAM,e023593,
H4ZJ701101,GJLT-0783.aus.gjames.com.au,10.61.4.100,S24E650,ON,SAM,e007112,
QTS081544410,GJLT-0783.aus.gjames.com.au,10.61.4.100,VA2226w-3,ON,VSC,e007112,
H4ZM400048,GJWS-0545.aus.gjames.com.au,10.55.5.221,S24E650,ON,SAM,e003652,
HTMD901025,GJLT-0314.aus.gjames.com.au,10.63.4.101,S24C450,Not Connected,SAM,e022975,
HMCQ802112,GJLT-0314.aus.gjames.com.au,10.63.4.101,SyncMaster,Not Connected,SAM,e022975,
H4ZK900343,GJLT-1009.aus.gjames.com.au,10.41.5.103,S24E650,ON,SAM,e102917,
H4ZK900080,GJLT-1009.aus.gjames.com.au,10.41.5.103,S24E650,ON,SAM,e102917,
HMCQC00690,GJLT-1655.aus.gjames.com.au,10.47.4.106,SyncMaster,ON,SAM,e103238,
H4ZK800192,GJLT-1655.aus.gjames.com.au,10.47.4.106,S24E650,ON,SAM,e103238,
H4ZT200768,GJLT-0957.aus.gjames.com.au,10.33.5.106,LF24T450F,Not Connected,SAM,e103640,
HTPGC00821,GJWS-0397.aus.gjames.com.au,10.54.4.165,S24E650,ON,SAM,e019134,
H4ZJ701163,GJLT-0528.aus.gjames.com.au,10.64.4.113,S24E650,ON,SAM,e009761,
H4ZJ701322,GJLT-0528.aus.gjames.com.au,10.64.4.113,S24E650,ON,SAM,e009761,
H4ZK400528,GJWS-0928.aus.gjames.com.au,10.49.4.102,S24E650,ON,SAM,e104177,
H4ZK400449,GJWS-0928.aus.gjames.com.au,10.49.4.102,S24E650,ON,SAM,e104177,
H4ZJ700513,GJWS-1185.aus.gjames.com.au,10.55.4.161,S24E650,ON,SAM,e005347,
HMCS508188,GJLT-0828.aus.gjames.com.au,10.35.4.179,SyncMaster,ON,SAM,E104189,
HMCS508140,GJLT-1061.aus.gjames.com.au,10.39.4.174,SyncMaster,ON,SAM,e102713,
HMCS508138,GJLT-1061.aus.gjames.com.au,10.39.4.174,SyncMaster,ON,SAM,e102713,
HMFZ303916,GJWS-0565.aus.gjames.com.au,10.27.4.110,SyncMaster,ON,SAM,e019004,
HVNQ100507,GJWS-0888.aus.gjames.com.au,10.64.5.184,SyncMaster,ON,SAM,e006830,
UID257,GJPC-0357.aus.gjames.com.au,10.54.4.218,XZ272U P,Not Connected,ACR,e018881,
H4ZHA01350,GJWS-0568.aus.gjames.com.au,10.55.4.75,S24E650,Not Connected,SAM,e023162,
H4ZM700275,GJWS-1041.aus.gjames.com.au,10.36.4.116,S24E650,ON,SAM,e003137,
H4ZM400005,GJLT-1400.aus.gjames.com.au,192.168.202.1,S24E650,ON,SAM,e103688,
HMCS507940,GJWS-0746.aus.gjames.com.au,10.49.4.184,SyncMaster,Not Connected,SAM,e101545,
HTHGC00955,GJWS-0756.aus.gjames.com.au,10.20.4.112,S24E650,ON,SAM,e023899,
HTHFA00914,GJLT-1102.aus.gjames.com.au,10.54.4.226,S24C650,ON,SAM,e100915,
HTLF102253,GJLT-1102.aus.gjames.com.au,10.54.4.226,S24C650,ON,SAM,e100915,
H4ZJ701082,GJWS-0705.aus.gjames.com.au,10.54.4.160,S24E650,ON,SAM,e100540,
HVSB600382,GJWS-4051.aus.gjames.com.au,10.55.4.182,SMS24A450,ON,SAM,e018821,
HMJB200876,GJWS-4051.aus.gjames.com.au,10.55.4.182,SyncMaster,ON,SAM,e018821,
HTLG201414,GJWS-1086.aus.gjames.com.au,10.46.4.104,S24C650,Not Connected,SAM,e022230,
H4ZJ701337,GJLT-0377.aus.gjames.com.au,10.27.5.112,S24E650,ON,SAM,e104376,
H4ZM900087,GJLT-0377.aus.gjames.com.au,10.27.5.112,S24E650,ON,SAM,e104376,
H4ZJ701371,GJLT-1191.aus.gjames.com.au,10.16.4.103,S24E650,ON,SAM,E103660,
HTPGC00762,GJLT-0913.aus.gjames.com.au,10.42.5.179,S24E650,Not Connected,SAM,e103732,
H4ZN800025,GJLT-0464.aus.gjames.com.au,10.64.5.182,S24E650,ON,SAM,e103480,
H4ZN800108,GJLT-0464.aus.gjames.com.au,10.64.5.182,S24E650,ON,SAM,e103480,
HMCS507830,GJLT-1036.aus.gjames.com.au,10.45.4.178,SyncMaster,ON,SAM,e100275,
HTMC500767,GJLT-1036.aus.gjames.com.au,10.45.4.178,SMS24A450,ON,SAM,e100275,
HMCS507980,GJWS-1065.aus.gjames.com.au,10.25.4.103,SyncMaster,ON,SAM,e103627,
HMFZ304074,GJWS-0845.aus.gjames.com.au,10.27.4.191,SyncMaster,ON,SAM,e001620,
HMCS100668,GJLT-0810.aus.gjames.com.au,10.59.5.102,SyncMaster,ON,SAM,e020010,
H4ZM600207,GJLT-0872.aus.gjames.com.au,10.43.4.108,S24E650,ON,SAM,e103581,
H4ZM700521,GJLT-0872.aus.gjames.com.au,10.43.4.108,S24E650,ON,SAM,e103581,
H4ZJ700733,GJLT-0806.aus.gjames.com.au,10.69.4.102,S24E650,ON,SAM,e000876,
HTLF102245,GJLT-0806.aus.gjames.com.au,10.69.4.102,S24C650,ON,SAM,e000876,
H4ZN300321,GJWS-0899.aus.gjames.com.au,10.42.4.108,S24E650,Not Connected,SAM,e022856,
H4ZK900463,GJLT-0329.aus.gjames.com.au,10.29.4.183,S24E650,ON,SAM,e017074,
H4ZK900374,GJLT-0329.aus.gjames.com.au,10.29.4.183,S24E650,ON,SAM,e017074,
H4ZKA00347,GJWS-0707.aus.gjames.com.au,10.61.4.174,S24E650,ON,SAM,e018516,
H4ZJ701040,GJLT-0465.aus.gjames.com.au,10.56.4.190,S24E650,Not Connected,SAM,e102297,
H4ZJ701045,GJLT-0465.aus.gjames.com.au,10.56.4.190,S24E650,Not Connected,SAM,e102297,
HMCS508064,GJLT-0991.aus.gjames.com.au,10.36.4.111,SyncMaster,Not Connected,SAM,e103757,
HMCS507981,GJLT-0991.aus.gjames.com.au,10.36.4.111,SyncMaster,Not Connected,SAM,e103757,
H4ZJ800110,GJWS-0429.aus.gjames.com.au,10.27.4.111,S24E650,ON,SAM,e100357,
H4ZK400673,GJWS-0759.aus.gjames.com.au,10.49.4.110,S24E650,ON,SAM,e100272,
H4LJ400627,GJLT-0332.aus.gjames.com.au,10.0.0.9,S24E650,ON,SAM,c900004,
HTHGC00569,GJLT-0332.aus.gjames.com.au,10.0.0.9,S24E650,ON,SAM,c900004,
HMCS508277,GJLT-0870.aus.gjames.com.au,10.29.4.179,SyncMaster,ON,SAM,e101559,
HMCS508001,GJLT-0870.aus.gjames.com.au,10.29.4.179,SyncMaster,ON,SAM,e101559,
H4ZKC00179,GJLT-0802.aus.gjames.com.au,10.56.5.189,S24E650,ON,SAM,e006309,
H4ZK900017,GJLT-0802.aus.gjames.com.au,10.56.5.189,S24E650,ON,SAM,e006309,
HMJZ900291,GJLT-0572.aus.gjames.com.au,10.56.4.110,SyncMaster,ON,SAM,e021698,
H4ZK400448,GJLT-0572.aus.gjames.com.au,10.56.4.110,S24E650,ON,SAM,e021698,
